step,eventType,phaseBefore,phaseAfter,x,y,vx,vy
7,corner.diag,0,1,14,19,-2,-3
14,corner.diag,1,2,0,0,-2,3
63,corner.off,2,6,0,19,2,-3
70,corner.off,6,18,14,0,2,3
119,corner.diag,18,19,14,19,-2,-3
126,corner.diag,19,20,0,0,-2,3
175,corner.off,20,60,0,19,2,-3
182,corner.off,60,180,14,0,2,3
231,corner.diag,180,181,14,19,-2,-3
238,corner.diag,181,182,0,0,-2,3
287,corner.off,182,546,0,19,2,-3
294,corner.off,546,1638,14,0,2,3
343,corner.diag,1638,1639,14,19,-2,-3
350,corner.diag,1639,1640,0,0,-2,3
399,corner.off,1640,4920,0,19,2,-3
406,corner.off,4920,14760,14,0,2,3
455,corner.diag,14760,14761,14,19,-2,-3
462,corner.diag,14761,14762,0,0,-2,3
511,corner.off,14762,44286,0,19,2,-3
518,corner.off,44286,132858,14,0,2,3
567,corner.diag,132858,132859,14,19,-2,-3
574,corner.diag,132859,132860,0,0,-2,3
623,corner.off,132860,398580,0,19,2,-3
630,corner.off,398580,195737,14,0,2,3
679,corner.diag,195737,195738,14,19,-2,-3
686,corner.diag,195738,195739,0,0,-2,3
735,corner.off,195739,587217,0,19,2,-3
742,corner.off,587217,761648,14,0,2,3
791,corner.diag,761648,761649,14,19,-2,-3
798,corner.diag,761649,761650,0,0,-2,3
847,corner.off,761650,284944,0,19,2,-3
854,corner.off,284944,854832,14,0,2,3
903,corner.diag,854832,854833,14,19,-2,-3
910,corner.diag,854833,854834,0,0,-2,3
959,corner.off,854834,564496,0,19,2,-3
966,corner.off,564496,693485,14,0,2,3
1015,corner.diag,693485,693486,14,19,-2,-3
1022,corner.diag,693486,693487,0,0,-2,3
1071,corner.off,693487,80455,0,19,2,-3
1078,corner.off,80455,241365,14,0,2,3
1127,corner.diag,241365,241366,14,19,-2,-3
1134,corner.diag,241366,241367,0,0,-2,3
1183,corner.off,241367,724101,0,19,2,-3
1190,corner.off,724101,172297,14,0,2,3
1239,corner.diag,172297,172298,14,19,-2,-3
1246,corner.diag,172298,172299,0,0,-2,3
1295,corner.off,172299,516897,0,19,2,-3
1302,corner.off,516897,550688,14,0,2,3
1351,corner.diag,550688,550689,14,19,-2,-3
1358,corner.diag,550689,550690,0,0,-2,3
1407,corner.off,550690,652067,0,19,2,-3
1414,corner.off,652067,956198,14,0,2,3
1463,corner.diag,956198,956199,14,19,-2,-3
1470,corner.diag,956199,956200,0,0,-2,3
1519,corner.off,956200,868594,0,19,2,-3
1526,corner.off,868594,605776,14,0,2,3
1575,corner.diag,605776,605777,14,19,-2,-3
1582,corner.diag,605777,605778,0,0,-2,3
1631,corner.off,605778,817331,0,19,2,-3
1638,corner.off,817331,451987,14,0,2,3
1687,corner.diag,451987,451988,14,19,-2,-3
1694,corner.diag,451988,451989,0,0,-2,3
1743,corner.off,451989,355964,0,19,2,-3
1750,corner.off,355964,67889,14,0,2,3
1799,corner.diag,67889,67890,14,19,-2,-3
1806,corner.diag,67890,67891,0,0,-2,3
1855,corner.off,67891,203673,0,19,2,-3
1862,corner.off,203673,611019,14,0,2,3
1911,corner.diag,611019,611020,14,19,-2,-3
1918,corner.diag,611020,611021,0,0,-2,3
1967,corner.off,611021,833060,0,19,2,-3
1974,corner.off,833060,499174,14,0,2,3
2023,corner.diag,499174,499175,14,19,-2,-3
2030,corner.diag,499175,499176,0,0,-2,3
2079,corner.off,499176,497525,0,19,2,-3
2086,corner.off,497525,492572,14,0,2,3
2135,corner.diag,492572,492573,14,19,-2,-3
2142,corner.diag,492573,492574,0,0,-2,3
2191,corner.off,492574,477719,0,19,2,-3
2198,corner.off,477719,433154,14,0,2,3
2247,corner.diag,433154,433155,14,19,-2,-3
2254,corner.diag,433155,433156,0,0,-2,3
2303,corner.off,433156,299465,0,19,2,-3
2310,corner.off,299465,898395,14,0,2,3
2359,corner.diag,898395,898396,14,19,-2,-3
2366,corner.diag,898396,898397,0,0,-2,3
2415,corner.off,898397,695185,0,19,2,-3
2422,corner.off,695185,85549,14,0,2,3
2471,corner.diag,85549,85550,14,19,-2,-3
2478,corner.diag,85550,85551,0,0,-2,3
2527,corner.off,85551,256653,0,19,2,-3
2534,corner.off,256653,769959,14,0,2,3
2583,corner.diag,769959,769960,14,19,-2,-3
2590,corner.diag,769960,769961,0,0,-2,3
2639,corner.off,769961,309877,0,19,2,-3
2646,corner.off,309877,929631,14,0,2,3
2695,corner.diag,929631,929632,14,19,-2,-3
2702,corner.diag,929632,929633,0,0,-2,3
2751,corner.off,929633,788893,0,19,2,-3
2758,corner.off,788893,366673,14,0,2,3
2807,corner.diag,366673,366674,14,19,-2,-3
2814,corner.diag,366674,366675,0,0,-2,3
2863,corner.off,366675,100022,0,19,2,-3
2870,corner.off,100022,300066,14,0,2,3
2919,corner.diag,300066,300067,14,19,-2,-3
2926,corner.diag,300067,300068,0,0,-2,3
2975,corner.off,300068,900204,0,19,2,-3
2982,corner.off,900204,700606,14,0,2,3
3031,corner.diag,700606,700607,14,19,-2,-3
3038,corner.diag,700607,700608,0,0,-2,3
3087,corner.off,700608,101818,0,19,2,-3
3094,corner.off,101818,305454,14,0,2,3
3143,corner.diag,305454,305455,14,19,-2,-3
3150,corner.diag,305455,305456,0,0,-2,3
3199,corner.off,305456,916368,0,19,2,-3
3206,corner.off,916368,749098,14,0,2,3
3255,corner.diag,749098,749099,14,19,-2,-3
3262,corner.diag,749099,749100,0,0,-2,3
3311,corner.off,749100,247294,0,19,2,-3
3318,corner.off,247294,741882,14,0,2,3
3367,corner.diag,741882,741883,14,19,-2,-3
3374,corner.diag,741883,741884,0,0,-2,3
3423,corner.off,741884,225646,0,19,2,-3
3430,corner.off,225646,676938,14,0,2,3
3479,corner.diag,676938,676939,14,19,-2,-3
3486,corner.diag,676939,676940,0,0,-2,3
3535,corner.off,676940,30814,0,19,2,-3
3542,corner.off,30814,92442,14,0,2,3
3591,corner.diag,92442,92443,14,19,-2,-3
3598,corner.diag,92443,92444,0,0,-2,3
3647,corner.off,92444,277332,0,19,2,-3
