step,eventType,phaseBefore,phaseAfter,x,y,vx,vy
110,corner.off,0,0,0,15,-1,1
111,corner.off,0,0,0,15,1,-1
222,corner.diag,0,1,0,0,-1,-1
223,corner.diag,1,2,0,0,1,1
334,corner.off,2,30,0,15,-1,1
335,corner.off,30,450,0,15,1,-1
446,corner.diag,450,451,0,0,-1,-1
447,corner.diag,451,452,0,0,1,1
558,corner.off,452,6780,0,15,-1,1
559,corner.off,6780,101700,0,15,1,-1
670,corner.diag,101700,101701,0,0,-1,-1
671,corner.diag,101701,101702,0,0,1,1
782,corner.off,101702,525527,0,15,-1,1
783,corner.off,525527,882884,0,15,1,-1
894,corner.diag,882884,882885,0,0,-1,-1
895,corner.diag,882885,882886,0,0,1,1
1006,corner.off,882886,243251,0,15,-1,1
1007,corner.off,243251,648756,0,15,1,-1
1118,corner.diag,648756,648757,0,0,-1,-1
1119,corner.diag,648757,648758,0,0,1,1
1230,corner.off,648758,731343,0,15,-1,1
1231,corner.off,731343,970115,0,15,1,-1
1342,corner.diag,970115,970116,0,0,-1,-1
1343,corner.diag,970116,970117,0,0,1,1
1454,corner.off,970117,551713,0,15,-1,1
1455,corner.off,551713,275671,0,15,1,-1
1566,corner.diag,275671,275672,0,0,-1,-1
1567,corner.diag,275672,275673,0,0,1,1
1678,corner.off,275673,135083,0,15,-1,1
1679,corner.off,135083,26239,0,15,1,-1
1790,corner.diag,26239,26240,0,0,-1,-1
1791,corner.diag,26240,26241,0,0,1,1
1902,corner.off,26241,393615,0,15,-1,1
1903,corner.off,393615,904210,0,15,1,-1
2014,corner.diag,904210,904211,0,0,-1,-1
2015,corner.diag,904211,904212,0,0,1,1
2126,corner.off,904212,563141,0,15,-1,1
2127,corner.off,563141,447091,0,15,1,-1
2238,corner.diag,447091,447092,0,0,-1,-1
2239,corner.diag,447092,447093,0,0,1,1
2350,corner.off,447093,706377,0,15,-1,1
2351,corner.off,706377,595625,0,15,1,-1
2462,corner.diag,595625,595626,0,0,-1,-1
2463,corner.diag,595626,595627,0,0,1,1
2574,corner.off,595627,934381,0,15,-1,1
2575,corner.off,934381,15673,0,15,1,-1
2686,corner.diag,15673,15674,0,0,-1,-1
2687,corner.diag,15674,15675,0,0,1,1
2798,corner.off,15675,235125,0,15,-1,1
2799,corner.off,235125,526866,0,15,1,-1
2910,corner.diag,526866,526867,0,0,-1,-1
2911,corner.diag,526867,526868,0,0,1,1
3022,corner.off,526868,902999,0,15,-1,1
3023,corner.off,902999,544946,0,15,1,-1
3134,corner.diag,544946,544947,0,0,-1,-1
3135,corner.diag,544947,544948,0,0,1,1
3246,corner.off,544948,174196,0,15,-1,1
3247,corner.off,174196,612934,0,15,1,-1
3358,corner.diag,612934,612935,0,0,-1,-1
3359,corner.diag,612935,612936,0,0,1,1
3470,corner.off,612936,194013,0,15,-1,1
3471,corner.off,194013,910189,0,15,1,-1
3582,corner.diag,910189,910190,0,0,-1,-1
3583,corner.diag,910190,910191,0,0,1,1
3694,corner.off,910191,652826,0,15,-1,1
3695,corner.off,652826,792363,0,15,1,-1
3806,corner.diag,792363,792364,0,0,-1,-1
3807,corner.diag,792364,792365,0,0,1,1
3918,corner.off,792365,885442,0,15,-1,1
3919,corner.off,885442,281591,0,15,1,-1
4030,corner.diag,281591,281592,0,0,-1,-1
4031,corner.diag,281592,281593,0,0,1,1
4142,corner.off,281593,223883,0,15,-1,1
4143,corner.off,223883,358236,0,15,1,-1
4254,corner.diag,358236,358237,0,0,-1,-1
4255,corner.diag,358237,358238,0,0,1,1
4366,corner.off,358238,373555,0,15,-1,1
4367,corner.off,373555,603310,0,15,1,-1
4478,corner.diag,603310,603311,0,0,-1,-1
4479,corner.diag,603311,603312,0,0,1,1
4590,corner.off,603312,49653,0,15,-1,1
4591,corner.off,49653,744795,0,15,1,-1
4702,corner.diag,744795,744796,0,0,-1,-1
4703,corner.diag,744796,744797,0,0,1,1
4814,corner.off,744797,171922,0,15,-1,1
4815,corner.off,171922,578824,0,15,1,-1
4926,corner.diag,578824,578825,0,0,-1,-1
4927,corner.diag,578825,578826,0,0,1,1
5038,corner.off,578826,682366,0,15,-1,1
5039,corner.off,682366,235460,0,15,1,-1
5150,corner.diag,235460,235461,0,0,-1,-1
5151,corner.diag,235461,235462,0,0,1,1
5262,corner.off,235462,531921,0,15,-1,1
5263,corner.off,531921,978794,0,15,1,-1
5374,corner.diag,978794,978795,0,0,-1,-1
5375,corner.diag,978795,978796,0,0,1,1
5486,corner.off,978796,681898,0,15,-1,1
5487,corner.off,681898,228440,0,15,1,-1
5598,corner.diag,228440,228441,0,0,-1,-1
5599,corner.diag,228441,228442,0,0,1,1
5710,corner.off,228442,426621,0,15,-1,1
5711,corner.off,426621,399297,0,15,1,-1
5822,corner.diag,399297,399298,0,0,-1,-1
5823,corner.diag,399298,399299,0,0,1,1
5934,corner.off,399299,989470,0,15,-1,1
5935,corner.off,989470,842008,0,15,1,-1
6046,corner.diag,842008,842009,0,0,-1,-1
6047,corner.diag,842009,842010,0,0,1,1
6158,corner.off,842010,630114,0,15,-1,1
6159,corner.off,630114,451683,0,15,1,-1
6270,corner.diag,451683,451684,0,0,-1,-1
6271,corner.diag,451684,451685,0,0,1,1
6382,corner.off,451685,775257,0,15,-1,1
6383,corner.off,775257,628822,0,15,1,-1
6494,corner.diag,628822,628823,0,0,-1,-1
6495,corner.diag,628823,628824,0,0,1,1
6606,corner.off,628824,432333,0,15,-1,1
6607,corner.off,432333,484977,0,15,1,-1
6718,corner.diag,484977,484978,0,0,-1,-1
6719,corner.diag,484978,484979,0,0,1,1
6830,corner.off,484979,274664,0,15,-1,1
6831,corner.off,274664,119948,0,15,1,-1
6942,corner.diag,119948,119949,0,0,-1,-1
6943,corner.diag,119949,119950,0,0,1,1
7054,corner.off,119950,799247,0,15,-1,1
7055,corner.off,799247,988672,0,15,1,-1
7166,corner.diag,988672,988673,0,0,-1,-1
7167,corner.diag,988673,988674,0,0,1,1
7278,corner.off,988674,830068,0,15,-1,1
7279,corner.off,830068,450984,0,15,1,-1
7390,corner.diag,450984,450985,0,0,-1,-1
7391,corner.diag,450985,450986,0,0,1,1
7502,corner.off,450986,764772,0,15,-1,1
7503,corner.off,764772,471547,0,15,1,-1
7614,corner.diag,471547,471548,0,0,-1,-1
7615,corner.diag,471548,471549,0,0,1,1
7726,corner.off,471549,73214,0,15,-1,1
7727,corner.off,73214,98207,0,15,1,-1
7838,corner.diag,98207,98208,0,0,-1,-1
7839,corner.diag,98208,98209,0,0,1,1
7950,corner.off,98209,473132,0,15,-1,1
7951,corner.off,473132,96959,0,15,1,-1
8062,corner.diag,96959,96960,0,0,-1,-1
8063,corner.diag,96960,96961,0,0,1,1
8174,corner.off,96961,454412,0,15,-1,1
8175,corner.off,454412,816162,0,15,1,-1
8286,corner.diag,816162,816163,0,0,-1,-1
8287,corner.diag,816163,816164,0,0,1,1
8398,corner.off,816164,242424,0,15,-1,1
8399,corner.off,242424,636351,0,15,1,-1
8510,corner.diag,636351,636352,0,0,-1,-1
8511,corner.diag,636352,636353,0,0,1,1
8622,corner.off,636353,545268,0,15,-1,1
8623,corner.off,545268,178996,0,15,1,-1
8734,corner.diag,178996,178997,0,0,-1,-1
8735,corner.diag,178997,178998,0,0,1,1
8846,corner.off,178998,684964,0,15,-1,1
8847,corner.off,684964,274430,0,15,1,-1
8958,corner.diag,274430,274431,0,0,-1,-1
8959,corner.diag,274431,274432,0,0,1,1
9070,corner.off,274432,116468,0,15,-1,1
9071,corner.off,116468,747017,0,15,1,-1
9182,corner.diag,747017,747018,0,0,-1,-1
9183,corner.diag,747018,747019,0,0,1,1
9294,corner.off,747019,205252,0,15,-1,1
9295,corner.off,205252,78771,0,15,1,-1
9406,corner.diag,78771,78772,0,0,-1,-1
9407,corner.diag,78772,78773,0,0,1,1
9518,corner.off,78773,181592,0,15,-1,1
9519,corner.off,181592,723874,0,15,1,-1
9630,corner.diag,723874,723875,0,0,-1,-1
9631,corner.diag,723875,723876,0,0,1,1
9742,corner.off,723876,858110,0,15,-1,1
9743,corner.off,858110,871614,0,15,1,-1
9854,corner.diag,871614,871615,0,0,-1,-1
9855,corner.diag,871615,871616,0,0,1,1
9966,corner.off,871616,74201,0,15,-1,1
9967,corner.off,74201,113012,0,15,1,-1
10078,corner.diag,113012,113013,0,0,-1,-1
10079,corner.diag,113013,113014,0,0,1,1
10190,corner.off,113014,695207,0,15,-1,1
10191,corner.off,695207,428075,0,15,1,-1
10302,corner.diag,428075,428076,0,0,-1,-1
10303,corner.diag,428076,428077,0,0,1,1
10414,corner.off,428077,421137,0,15,-1,1
10415,corner.off,421137,317037,0,15,1,-1
10526,corner.diag,317037,317038,0,0,-1,-1
10527,corner.diag,317038,317039,0,0,1,1
10638,corner.off,317039,755573,0,15,-1,1
10639,corner.off,755573,333562,0,15,1,-1
10750,corner.diag,333562,333563,0,0,-1,-1
10751,corner.diag,333563,333564,0,0,1,1
10862,corner.off,333564,3445,0,15,-1,1
10863,corner.off,3445,51675,0,15,1,-1
10974,corner.diag,51675,51676,0,0,-1,-1
10975,corner.diag,51676,51677,0,0,1,1
11086,corner.off,51677,775155,0,15,-1,1
11087,corner.off,775155,627292,0,15,1,-1
11198,corner.diag,627292,627293,0,0,-1,-1
11199,corner.diag,627293,627294,0,0,1,1
11310,corner.off,627294,409383,0,15,-1,1
11311,corner.off,409383,140727,0,15,1,-1
11422,corner.diag,140727,140728,0,0,-1,-1
11423,corner.diag,140728,140729,0,0,1,1
11534,corner.off,140729,110929,0,15,-1,1
11535,corner.off,110929,663932,0,15,1,-1
11646,corner.diag,663932,663933,0,0,-1,-1
11647,corner.diag,663933,663934,0,0,1,1
11758,corner.off,663934,958983,0,15,-1,1
11759,corner.off,958983,384703,0,15,1,-1
11870,corner.diag,384703,384704,0,0,-1,-1
11871,corner.diag,384704,384705,0,0,1,1
11982,corner.off,384705,770560,0,15,-1,1
11983,corner.off,770560,558367,0,15,1,-1
12094,corner.diag,558367,558368,0,0,-1,-1
12095,corner.diag,558368,558369,0,0,1,1
12206,corner.off,558369,375511,0,15,-1,1
12207,corner.off,375511,632650,0,15,1,-1
12318,corner.diag,632650,632651,0,0,-1,-1
12319,corner.diag,632651,632652,0,0,1,1
12430,corner.off,632652,489753,0,15,-1,1
12431,corner.off,489753,346274,0,15,1,-1
12542,corner.diag,346274,346275,0,0,-1,-1
12543,corner.diag,346275,346276,0,0,1,1
12654,corner.off,346276,194125,0,15,-1,1
12655,corner.off,194125,911869,0,15,1,-1
12766,corner.diag,911869,911870,0,0,-1,-1
12767,corner.diag,911870,911871,0,0,1,1
12878,corner.off,911871,678026,0,15,-1,1
12879,corner.off,678026,170360,0,15,1,-1
12990,corner.diag,170360,170361,0,0,-1,-1
12991,corner.diag,170361,170362,0,0,1,1
13102,corner.off,170362,555424,0,15,-1,1
13103,corner.off,555424,331336,0,15,1,-1
13214,corner.diag,331336,331337,0,0,-1,-1
13215,corner.diag,331337,331338,0,0,1,1
13326,corner.off,331338,970058,0,15,-1,1
13327,corner.off,970058,550828,0,15,1,-1
13438,corner.diag,550828,550829,0,0,-1,-1
13439,corner.diag,550829,550830,0,0,1,1
13550,corner.off,550830,262426,0,15,-1,1
13551,corner.off,262426,936381,0,15,1,-1
13662,corner.diag,936381,936382,0,0,-1,-1
13663,corner.diag,936382,936383,0,0,1,1
13774,corner.off,936383,45703,0,15,-1,1
13775,corner.off,45703,685545,0,15,1,-1
13886,corner.diag,685545,685546,0,0,-1,-1
13887,corner.diag,685546,685547,0,0,1,1
13998,corner.off,685547,283175,0,15,-1,1
13999,corner.off,283175,247613,0,15,1,-1
14110,corner.diag,247613,247614,0,0,-1,-1
14111,corner.diag,247614,247615,0,0,1,1
14222,corner.off,247615,714216,0,15,-1,1
14223,corner.off,714216,713210,0,15,1,-1
14334,corner.diag,713210,713211,0,0,-1,-1
14335,corner.diag,713211,713212,0,0,1,1
14446,corner.off,713212,698150,0,15,-1,1
14447,corner.off,698150,472220,0,15,1,-1
14558,corner.diag,472220,472221,0,0,-1,-1
14559,corner.diag,472221,472222,0,0,1,1
14670,corner.off,472222,83309,0,15,-1,1
14671,corner.off,83309,249632,0,15,1,-1
14782,corner.diag,249632,249633,0,0,-1,-1
14783,corner.diag,249633,249634,0,0,1,1
14894,corner.off,249634,744501,0,15,-1,1
14895,corner.off,744501,167482,0,15,1,-1
15006,corner.diag,167482,167483,0,0,-1,-1
15007,corner.diag,167483,167484,0,0,1,1
15118,corner.off,167484,512254,0,15,-1,1
15119,corner.off,512254,683789,0,15,1,-1
15230,corner.diag,683789,683790,0,0,-1,-1
15231,corner.diag,683790,683791,0,0,1,1
15342,corner.off,683791,256835,0,15,-1,1
15343,corner.off,256835,852516,0,15,1,-1
15454,corner.diag,852516,852517,0,0,-1,-1
15455,corner.diag,852517,852518,0,0,1,1
15566,corner.off,852518,787734,0,15,-1,1
15567,corner.off,787734,815977,0,15,1,-1
15678,corner.diag,815977,815978,0,0,-1,-1
15679,corner.diag,815978,815979,0,0,1,1
15790,corner.off,815979,239649,0,15,-1,1
15791,corner.off,239649,594726,0,15,1,-1
15902,corner.diag,594726,594727,0,0,-1,-1
15903,corner.diag,594727,594728,0,0,1,1
16014,corner.off,594728,920896,0,15,-1,1
16015,corner.off,920896,813401,0,15,1,-1
16126,corner.diag,813401,813402,0,0,-1,-1
16127,corner.diag,813402,813403,0,0,1,1
16238,corner.off,813403,201009,0,15,-1,1
16239,corner.off,201009,15126,0,15,1,-1
16350,corner.diag,15126,15127,0,0,-1,-1
16351,corner.diag,15127,15128,0,0,1,1
16462,corner.off,15128,226920,0,15,-1,1
16463,corner.off,226920,403791,0,15,1,-1
16574,corner.diag,403791,403792,0,0,-1,-1
16575,corner.diag,403792,403793,0,0,1,1
16686,corner.off,403793,56877,0,15,-1,1
16687,corner.off,56877,853155,0,15,1,-1
16798,corner.diag,853155,853156,0,0,-1,-1
16799,corner.diag,853156,853157,0,0,1,1
16910,corner.off,853157,797319,0,15,-1,1
16911,corner.off,797319,959752,0,15,1,-1
