step,eventType,phaseBefore,phaseAfter,x,y,vx,vy
58,corner.off,0,0,0,11,-1,1
59,corner.off,0,0,0,11,1,-1
118,corner.diag,0,1,0,0,-1,-1
119,corner.diag,1,2,0,0,1,1
178,corner.off,2,22,0,11,-1,1
179,corner.off,22,242,0,11,1,-1
238,corner.diag,242,243,0,0,-1,-1
239,corner.diag,243,244,0,0,1,1
298,corner.off,244,2684,0,11,-1,1
299,corner.off,2684,29524,0,11,1,-1
358,corner.diag,29524,29525,0,0,-1,-1
359,corner.diag,29525,29526,0,0,1,1
418,corner.off,29526,324786,0,11,-1,1
419,corner.off,324786,572637,0,11,1,-1
478,corner.diag,572637,572638,0,0,-1,-1
479,corner.diag,572638,572639,0,0,1,1
538,corner.off,572639,299011,0,11,-1,1
539,corner.off,299011,289112,0,11,1,-1
598,corner.diag,289112,289113,0,0,-1,-1
599,corner.diag,289113,289114,0,0,1,1
658,corner.off,289114,180245,0,11,-1,1
659,corner.off,180245,982692,0,11,1,-1
718,corner.diag,982692,982693,0,0,-1,-1
719,corner.diag,982693,982694,0,0,1,1
778,corner.off,982694,809604,0,11,-1,1
779,corner.off,809604,905620,0,11,1,-1
838,corner.diag,905620,905621,0,0,-1,-1
839,corner.diag,905621,905622,0,0,1,1
898,corner.off,905622,961815,0,11,-1,1
899,corner.off,961815,579935,0,11,1,-1
958,corner.diag,579935,579936,0,0,-1,-1
959,corner.diag,579936,579937,0,0,1,1
1018,corner.off,579937,379289,0,11,-1,1
1019,corner.off,379289,172167,0,11,1,-1
1078,corner.diag,172167,172168,0,0,-1,-1
1079,corner.diag,172168,172169,0,0,1,1
1138,corner.off,172169,893856,0,11,-1,1
1139,corner.off,893856,832389,0,11,1,-1
1198,corner.diag,832389,832390,0,0,-1,-1
1199,corner.diag,832390,832391,0,0,1,1
1258,corner.off,832391,156274,0,11,-1,1
1259,corner.off,156274,719011,0,11,1,-1
1318,corner.diag,719011,719012,0,0,-1,-1
1319,corner.diag,719012,719013,0,0,1,1
1378,corner.off,719013,909122,0,11,-1,1
1379,corner.off,909122,312,0,11,1,-1
1438,corner.diag,312,313,0,0,-1,-1
1439,corner.diag,313,314,0,0,1,1
1498,corner.off,314,3454,0,11,-1,1
1499,corner.off,3454,37994,0,11,1,-1
1558,corner.diag,37994,37995,0,0,-1,-1
1559,corner.diag,37995,37996,0,0,1,1
1618,corner.off,37996,417956,0,11,-1,1
1619,corner.off,417956,597504,0,11,1,-1
1678,corner.diag,597504,597505,0,0,-1,-1
1679,corner.diag,597505,597506,0,0,1,1
1738,corner.off,597506,572548,0,11,-1,1
1739,corner.off,572548,298010,0,11,1,-1
1798,corner.diag,298010,298011,0,0,-1,-1
1799,corner.diag,298011,298012,0,0,1,1
1858,corner.off,298012,278123,0,11,-1,1
1859,corner.off,278123,59344,0,11,1,-1
1918,corner.diag,59344,59345,0,0,-1,-1
1919,corner.diag,59345,59346,0,0,1,1
1978,corner.off,59346,652806,0,11,-1,1
1979,corner.off,652806,180845,0,11,1,-1
2038,corner.diag,180845,180846,0,0,-1,-1
2039,corner.diag,180846,180847,0,0,1,1
2098,corner.off,180847,989314,0,11,-1,1
2099,corner.off,989314,882424,0,11,1,-1
2158,corner.diag,882424,882425,0,0,-1,-1
2159,corner.diag,882425,882426,0,0,1,1
2218,corner.off,882426,706659,0,11,-1,1
2219,corner.off,706659,773228,0,11,1,-1
2278,corner.diag,773228,773229,0,0,-1,-1
2279,corner.diag,773229,773230,0,0,1,1
2338,corner.off,773230,505506,0,11,-1,1
2339,corner.off,505506,560551,0,11,1,-1
2398,corner.diag,560551,560552,0,0,-1,-1
2399,corner.diag,560552,560553,0,0,1,1
2458,corner.off,560553,166065,0,11,-1,1
2459,corner.off,166065,826712,0,11,1,-1
2518,corner.diag,826712,826713,0,0,-1,-1
2519,corner.diag,826713,826714,0,0,1,1
2578,corner.off,826714,93827,0,11,-1,1
2579,corner.off,93827,32094,0,11,1,-1
2638,corner.diag,32094,32095,0,0,-1,-1
2639,corner.diag,32095,32096,0,0,1,1
2698,corner.off,32096,353056,0,11,-1,1
2699,corner.off,353056,883607,0,11,1,-1
2758,corner.diag,883607,883608,0,0,-1,-1
2759,corner.diag,883608,883609,0,0,1,1
2818,corner.off,883609,719672,0,11,-1,1
2819,corner.off,719672,916371,0,11,1,-1
2878,corner.diag,916371,916372,0,0,-1,-1
2879,corner.diag,916372,916373,0,0,1,1
2938,corner.off,916373,80073,0,11,-1,1
2939,corner.off,80073,880803,0,11,1,-1
2998,corner.diag,880803,880804,0,0,-1,-1
2999,corner.diag,880804,880805,0,0,1,1
3058,corner.off,880805,688828,0,11,-1,1
3059,corner.off,688828,577087,0,11,1,-1
3118,corner.diag,577087,577088,0,0,-1,-1
3119,corner.diag,577088,577089,0,0,1,1
3178,corner.off,577089,347961,0,11,-1,1
3179,corner.off,347961,827562,0,11,1,-1
3238,corner.diag,827562,827563,0,0,-1,-1
3239,corner.diag,827563,827564,0,0,1,1
3298,corner.off,827564,103177,0,11,-1,1
3299,corner.off,103177,134944,0,11,1,-1
3358,corner.diag,134944,134945,0,0,-1,-1
3359,corner.diag,134945,134946,0,0,1,1
3418,corner.off,134946,484403,0,11,-1,1
3419,corner.off,484403,328418,0,11,1,-1
